"set_num","name","year","num_parts","theme"
"6944-1","Good Guy 07",2007,20,"Bionicle"
"6945-1","Bad Guy",2007,25,"Bionicle"
"6946-1","Squid Launcher Function",2007,23,"Bionicle"
"6949-1","Robo-Guardian",1994,366,"Space"
"6950-1","Mobile Rocket Transport",1982,210,"Space"
"695-1","Racing Car",1976,67,"Factory"
"6951-1","Robot Command Center",1984,295,"Space"
"6952-1","Solar Power Transporter",1985,305,"Space"
"6953-1","Cosmic Laser Launcher",1987,211,"Space"
"6954-1","Renegade",1987,315,"Space"
"6955-1","Space Lock-Up Isolation Base",1989,253,"Space"
"6956-1","Stellar Recon Voyager",1990,233,"Space"
"6957-1","Solar Snooper",1992,253,"Space"
"6958-1","Android Base",1996,268,"Space"
"6959-1","Lunar Launch Site",1994,287,"Space"
"696-1","Bus Stop",1976,80,"Factory"
"6963-1","X-wing Fighter - Mini (Kabaya Box)",2004,41,"Star Wars"
"6963-2","X-wing Fighter - Mini (Polybag)",2004,41,"Star Wars"
"6964-1","Boba Fett's Slave I - Mini (Kabaya Box)",2004,25,"Star Wars"
"6964-2","Boba Fett's Slave I - Mini (Polybag)",2004,25,"Star Wars"
"6965-1","TIE Interceptor - Mini (Kabaya Box)",2004,32,"Star Wars"
"6965-2","TIE Interceptor - Mini (Polybag)",2005,32,"Mini"
"6966-1","Jedi Starfighter - Mini",2005,38,"Star Wars"
"6966-2","Jedi Starfighter - Mini - Korean Duracell promo package with 8 AA batteries",2005,38,"Star Wars"
"6967-1","ARC-170 Starfighter - Mini",2005,42,"Star Wars"
"6967-2","ARC-170 Starfighter - Mini - Korean Duracell promo package with 8 AA batteries",2005,42,"Star Wars"
"6968-1","Mini Wookiee Attack",2005,48,"Star Wars"
"6969-1","Celestial Stinger",1998,253,"Space"
"6970-1","Beta I Command Base",1980,270,"Space"
"697-1","Stagecoach",1976,96,"Factory"
"6971-1","Inter-Galactic Command Base",1984,329,"Space"
"697-2","Idea Book 697",1997,2,"Books"
"6972-1","Polaris I Space Lab",1987,390,"Space"
"6973-1","Deep Freeze Defender",1993,417,"Space"
"6975-1","Alien Avenger",1997,370,"Space"
"6977-1","Arachnoid Star Base",1998,434,"Space"
"6979-1","Interstellar Starfighter",1997,291,"Space"
"6980-1","Galaxy Commander",1983,443,"Space"
"698-1","JAL Boeing 727",1977,45,"Legoland"
"6981-1","Aerial Intruder",1991,267,"Space"
"6982-1","Explorien Starship",1996,658,"Space"
"6983-1","Ice Station Odyssey",1993,345,"Space"
"6984-1","Galactic Mediator",1992,406,"Space"
"6985-1","Cosmic Fleet Voyager",1986,413,"Space"
"6986-1","Mission Commander",1989,478,"Space"
"6987-1","Message Intercept Base",1988,577,"Space"
"6987-2","Message Intercept Base",1988,575,"Space"
"6988-1","Alpha Centauri Outpost",1991,406,"Space"
"6989-1","Mega Core Magnetizer",1990,509,"Space"
"6990-1","Monorail Transport System",1988,731,"Space"
"699-1","Photo Safari",1977,129,"Factory"
"6991-1","Monorail Transport Base",1994,571,"Space"
"6999-1","Cyber Saucer",1997,113,"Space"
"70000-1","Razcal's Glider",2013,108,"Legends of Chima"
"7000-1","Baby Ankylosaurus",2001,37,"Dinosaurs"
"70001-1","Crawley’s Claw Ripper",2013,138,"Legends of Chima"
"70002-1","Lennox' Lion Attack",2013,229,"Legends of Chima"
"70003-1","Eris' Eagle Interceptor",2013,345,"Legends of Chima"
"70004-1","Wakz' Pack Tracker",2013,295,"Legends of Chima"
"70005-1","Laval's Royal Fighter",2013,416,"Legends of Chima"
"70006-1","Cragger’s Command Ship",2013,607,"Legends of Chima"
"70007-1","Eglor's Twin Bike",2013,224,"Legends of Chima"
"70008-1","Gorzan’s Gorilla Striker",2013,503,"Legends of Chima"
"70009-1","Worriz’s Combat Lair",2013,657,"Legends of Chima"
"700-1","10 x 20 Brickplate",1966,6,"Classic"
"70010-1","The Lion CHI Temple",2013,1257,"Legends of Chima"
"7001-1","Baby Iguanodon",2001,23,"Dinosaurs"
"700.1.1-1","Individual 2 x 4 Bricks",1950,10,"Classic"
"70011-1","Eagles’ Castle",2013,372,"Legends of Chima"
"700.1-2","Gift Package",1957,0,"Classic"
"700.1.2-1","Individual 2 x 2 Bricks",1950,9,"Classic"
"70012-1","Rubber Bands",1985,20,"Service Packs"
"70012-2","Razar’s CHI Raider",2013,412,"Legends of Chima"
"70013-1","Equila's Ultra Striker",2013,340,"Legends of Chima"
"700.1.4-1","Individual 1 x 2 Bricks",1953,1,"Classic"
"70014-1","The Croc Swamp Hideout",2013,645,"Legends of Chima"
"700.16-1","Individual 2 x 8 Bricks",1954,5,"Classic"
"700.20-1","Individual 2 x 10 Bricks",1954,5,"Classic"
"7002-1","Baby Brachiosaurus",2001,31,"Dinosaurs"
"700.2-2","Gift Package",1957,0,"Classic"
"700.24-1","Individual 2 x 12 Bricks",1954,5,"Classic"
"700.28-1","Individual 2 x 14 Bricks",1954,5,"Classic"
"7003-1","Baby Dimetrodon",2001,20,"Dinosaurs"
"700.3.4-1","Individual 2 x 3 Bricks",1953,5,"Classic"
"700.3A-2","Gift Package",1957,0,"Classic"
"7009-1","The Final Joust",2007,62,"Castle"
"700.A-1","Automatic Binding Bricks Small Brick Set (Lego Mursten)",1950,24,"Classic"
"700.B-1","Early LEGO Windows/Doors (without Glass)",1953,12,"Classic"
"700.B.1-1","Individual 1 x 4 x 2 Window (without glass)",1950,7,"Classic"
"700.B.2-1","Individual 1 x 2 x 3 Window (without glass)",1950,7,"Classic"
"700.B.3-1","Individual 1 x 2 x 2 Window (without glass)",1950,7,"Classic"
"700.B.4-1","Individual 1 x 2 x 4 Door (without glass)",1950,7,"Classic"
"700.C-1","Tall Classic Windows/Door (with Glass)",1954,24,"Classic"
"700.C.1-1","Individual 1 x 6 x 4 Panorama Window (with glass)",1954,4,"Classic"
"700.C.2-1","Individual 1 x 6 x 3 3-Pane Window (with glass)",1954,4,"Classic"
"700.C.3-1","Individual 1 x 6 x 3 Shutter Window (with glass)",1954,4,"Classic"
"700.C.4-1","Individual 1 x 4 x 3 Window (with glass)",1954,4,"Classic"
"700.C.5-1","Individual 1 x 3 x 3 Window (with glass)",1954,4,"Classic"
"700.C.6-1","Individual 1 x 2 x 4 Door (with glass)",1954,4,"Classic"
"700.F-1","Automatic Binding Bricks - Small Brick Set (Lego Mursten)",1953,48,"Classic"
"700GP0-1","Gift Package",1957,244,"Classic"
"700GP5-1","Gift Package (Lego Mursten)",1954,54,"Classic"
"700GP6-1","Gift Package (Lego Mursten)",1954,46,"Classic"
"700GP6-2","Gift Package",1957,46,"Classic"
"700.H-1","Individual 4 x 4 Corner Bricks",1954,5,"Classic"
"700K-1","Kindergarten LEGO Set",1960,476,"Educational and Dacta"
"700L-1","Empty Kindergarten LEGO Box",1961,1,"Educational and Dacta"
"70100-1","Ring of Fire",2013,78,"Legends of Chima"
"70101-1","Target Practice",2013,101,"Legends of Chima"
"70102-1","CHI Waterfall",2013,106,"Legends of Chima"
"70103-1","Boulder Bowling",2013,93,"Legends of Chima"
"70104-1","Jungle Gates",2013,81,"Legends of Chima"
"70105-1","Nest Dive",2013,97,"Legends of Chima"
"70106-1","Ice Tower",2013,101,"Legends of Chima"
"70107-1","Skunk Attack",2013,97,"Legends of Chima"
"70108-1","Royal Roost",2013,100,"Legends of Chima"
"70109-1","Whirling Vines",2013,77,"Legends of Chima"
"701-1","Hinges",1984,3,"Service Packs"
"70110-1","Tower Target",2013,86,"Legends of Chima"
"70111-1","Swamp Jump",2013,86,"Legends of Chima"
"70112-1","Croc Chomp",2013,100,"Legends of Chima"
"70113-1","CHI Battles",2013,92,"Legends of Chima"
"70114-1","Sky Joust",2013,117,"Legends of Chima"
"70115-1","Ultimate Speedor Tournament",2013,236,"Legends of Chima"
"70123-1","Lion Legend Beast",2014,119,"Legends of Chima"
"70124-1","Eagle Legend Beast",2014,103,"Legends of Chima"
"70125-1","Gorilla Legend Beast",2014,107,"Legends of Chima"
"70126-1","Crocodile Legend Beast",2014,120,"Legends of Chima"
"70127-1","Wolf Legend Beast",2014,109,"Legends of Chima"
"70128-1","Braptor's Wing Striker",2014,145,"Legends of Chima"
"70129-1","Lavertus' Twin Blade",2014,181,"Legends of Chima"
"701-3","Hinges",1986,6,"Service Packs"
"70130-1","Sparratus' Spider Stalker",2014,291,"Legends of Chima"
"70131-1","Rogon's Rock Flinger",2014,256,"Legends of Chima"
"70132-1","Scorm's Scorpion Stinger",2014,433,"Legends of Chima"
"70133-1","Spinlyn's Cavern",2014,406,"Legends of Chima"
"70134-1","Lavertus’ Outland Base",2014,681,"Legends of Chima"
"70135-1","Cragger's Fire Striker",2014,379,"Legends of Chima"
"70136-1","Banana Bash",2014,115,"Legends of Chima"
"70137-1","Bat Strike",2014,91,"Legends of Chima"
"70138-1","Web Dash",2014,69,"Legends of Chima"
"70139-1","Sky Launch",2014,106,"Legends of Chima"
"70140-1","Stinger Duel",2014,75,"Legends of Chima"
"70141-1","Vardy's Ice Vulture Glider",2014,216,"Legends of Chima"
"70142-1","Eris' Fire Eagle Flyer",2014,329,"Legends of Chima"
"70143-1","Sir Fangar's Sabre-Tooth Walker",2014,414,"Legends of Chima"
"70144-1","Laval's Fire Lion",2014,448,"Legends of Chima"
"70145-1","Maula’s Ice Mammoth Stomper",2014,598,"Legends of Chima"
"70146-1","Flying Phoenix Fire Temple",2014,1299,"Legends of Chima"
"70147-1","Sir Fangar’s Ice Fortress",2014,670,"Legends of Chima"
"70149-1","Scorching Blades",2014,72,"Legends of Chima"
"70150-1","Flaming Claws",2014,69,"Legends of Chima"
"7015-1","Viking Warrior challenges the Fenris Wolf",2005,76,"Vikings"
"70151-1","Frozen Spikes",2014,72,"Legends of Chima"
"70155-1","Inferno Pit",2014,69,"Legends of Chima"
"70156-1","Fire vs. Ice",2014,92,"Legends of Chima"
"70160-1","Riverside Raid",2014,88,"Agents"
"7016-1","Viking Boat against the Wyvern Dragon",2005,111,"Vikings"
"70161-1","Tremor Track Infiltration",2014,240,"Agents"
"70162-1","Infearno Interception",2014,311,"Agents"
"70163-1","Toxikita's Toxic Meltdown",2014,428,"Agents"
"70164-1","Hurricane Heist",2014,586,"Agents"
"70165-1","Ultra Agents Mission HQ",2014,1056,"Agents"
"70166-1","Spyclops Infiltration",2015,108,"Agents"
"70167-1","Invizable Gold Getaway",2015,236,"Agents"
"70168-1","Drillex Diamond Job",2015,311,"Agents"
"70169-1","4x4 Agent Patrol",2015,473,"Agents"
"70170-1","UltraCopter vs. AntiMatter",2015,611,"Agents"
"7017-1","Viking Catapult versus the Nidhogg Dragon",2005,224,"Vikings"
"70171-1","Ultrasonic Showdown",2015,184,"Agents"
"70172-1","AntiMatter’s Portal Hideout",2015,472,"Agents"
"70173-1","Ultra Agents Ocean HQ",2015,1201,"Agents"
"7018-1","Viking Ship challenges the Midgard Serpent",2005,581,"Vikings"
"7019-1","Viking Fortress against the Fafnir Dragon",2005,1040,"Vikings"
"70200-1","CHI Laval",2013,55,"Legends of Chima"
"7020-1","Army of Vikings with Heavy Artillery Wagon",2006,270,"Vikings"
"70201-1","CHI Eris",2013,67,"Legends of Chima"
"70202-1","CHI Gorzan",2013,58,"Legends of Chima"
"70203-1","CHI Cragger",2013,65,"Legends of Chima"
"70204-1","CHI Worriz",2013,55,"Legends of Chima"
"70205-1","CHI Razar",2013,68,"Legends of Chima"
"70206-1","CHI Laval",2014,49,"Legends of Chima"
"70207-1","CHI Cragger",2014,58,"Legends of Chima"
"70208-1","CHI Panthar",2014,59,"Legends of Chima"
"70209-1","CHI Mungus",2014,64,"Legends of Chima"
"702-1","12V Motor with Accessories Pack",1969,25,"Supplemental"
"70210-1","CHI Vardy",2014,68,"Legends of Chima"
"7021-1","Viking Double Catapult versus the Armored Ofnir Dragon",2006,486,"Vikings"
"70211-1","CHI Fluminox",2014,91,"Legends of Chima"
"70212-1","CHI Sir Fangar",2014,97,"Legends of Chima"
"70220-1","Strainor's Saber Cycle",2015,160,"Legends of Chima"
"70221-1","Flinx's Ultimate Phoenix",2015,172,"Legends of Chima"
"70222-1","Tormak's Shadow Blazer",2015,310,"Legends of Chima"
"70223-1","Icebite's Claw Driller",2015,628,"Legends of Chima"
"70224-1","Tiger’s Mobile Command",2015,710,"Legends of Chima"
"70225-1","Bladvic's Rumble Bear",2015,414,"Legends of Chima"
"70226-1","Mammoth’s Frozen Stronghold",2015,619,"Legends of Chima"
"70227-1","King Crominus’ Rescue",2015,861,"Legends of Chima"
"70228-1","Vultrix's Sky Scavenger",2015,479,"Legends of Chima"
"70229-1","Lion Tribe Pack",2015,78,"Legends of Chima"
"702-3","Motor Wires",1984,2,"Service Packs"
"70230-1","Ice Bear Tribe Pack",2015,75,"Legends of Chima"
"70231-1","Crocodile Tribe Pack",2015,72,"Legends of Chima"
"70232-1","Sabre Tooth Tiger Pack",2015,74,"Legends of Chima"
"7029-1","Skeleton Ship Attack",2007,629,"Castle"
"7030-1","Squad Car",2003,51,"World City"
"703-1","12V Replacement Electric Motor",1969,1,"Supplemental"
"70310-1","Knighton Battle Blaster",2016,76,"Nexo Knights"
"7031-1","Helicopter",2003,87,"World City"
"70311-1","Chaos Catapult",2016,93,"Nexo Knights"
"70312-1","Lance's Mecha Horse",2016,237,"Nexo Knights"
"70313-1","Moltor's Lava Smasher",2016,187,"Nexo Knights"
"70314-1","Beast Master's Chaos Chariot",2016,311,"Nexo Knights"
"70315-1","Clay's Rumble Blade",2016,366,"Nexo Knights"
"70316-1","Jestro’s Evil Mobile",2016,658,"Nexo Knights"
"70317-1","The Fortrex",2016,1134,"Nexo Knights"
"70318-1","The Glob Lobber",2016,95,"Nexo Knights"
"70319-1","Macy's Thunder Mace",2016,201,"Nexo Knights"
"70320-1","Aaron Fox's Aero-Striker V2",2016,301,"Nexo Knights"
"7032-1","Highway Patrol & Undercover Van",2003,153,"World City"
"70321-1","General Magmar's Siege Machine of Doom",2016,514,"Nexo Knights"
"70322-1","Axl’s Tower Carrier",2016,668,"Nexo Knights"
"70323-1","Jestro’s Volcano Lair",2016,1184,"Nexo Knights"
"70324-1","Merlok's Library 2.0",2016,257,"Nexo Knights"
"70325-1","Infernox captures the Queen",2016,251,"Nexo Knights"
"70326-1","The Black Knight Mech",2016,529,"Nexo Knights"
"70327-1","The King's Mech",2016,354,"Nexo Knights"
"703-3","Battery Box",1984,1,"Service Packs"
"70330-1","ULTIMATE Clay",2016,72,"Nexo Knights"
"7033-1","Armored Car Action",2003,179,"World City"
"70331-1","Ultimate Macy",2016,101,"Nexo Knights"
"70332-1","Ultimate Aaron",2016,82,"Nexo Knights"
"70333-1","Ultimate Robin",2016,75,"Nexo Knights"
"70334-1","Ultimate Beast Master",2016,64,"Nexo Knights"
"70335-1","Ultimate Lavaria",2016,69,"Nexo Knights"
"70336-1","Ultimate Axl",2016,69,"Nexo Knights"
"70337-1","Ultimate Lance",2016,75,"Nexo Knights"
"70338-1","Ultimate General Magmar",2016,64,"Nexo Knights"
"70339-1","Ultimate Flama",2016,68,"Nexo Knights"
"7034-1","Surveillance Truck",2003,260,"World City"
"70347-1","King's Guard Artillery",2017,98,"Nexo Knights"
"70348-1","Lance's Twin Jouster",2017,215,"Nexo Knights"
"70349-1","Ruina's Lock & Roller",2017,200,"Nexo Knights"
"70350-1","The Three Brothers",2017,266,"Nexo Knights"
"7035-1","Police HQ",2003,422,"World City"
"70351-1","Clay's Falcon Fighter Blaster",2017,520,"Nexo Knights"
"70352-1","Jestro's Headquarters",2017,816,"Nexo Knights"
"70358-1","Aaron's Stone Destroyer",2017,245,"Nexo Knights"
"70359-1","Lance vs. lightning",2017,252,"Nexo Knights"
"7036-1","Dwarves' Mine",2008,569,"Castle"
"70362-1","Battle Suit Clay",2017,79,"Nexo Knights"
"70363-1","Battle Suit Macy",2017,66,"Nexo Knights"
"70364-1","Battle Suit Aaron",2017,80,"Nexo Knights"
"70365-1","Battle Suit Axl",2017,87,"Nexo Knights"
"70366-1","Battle Suit Lance",2017,83,"Nexo Knights"
"7037-1","Tower Raid",2008,364,"Castle"
"70372-1","Combo NEXO Powers Wave 1",2017,5,"Nexo Knights"
"7038-1","Troll Assault Wagon",2008,161,"Castle"
"70400-1","Forest Ambush",2013,90,"Castle"
"7040-1","Dwarves' Mine Defender",2008,86,"Castle"
"70401-1","Gold Getaway",2013,200,"Castle"
"70402-1","The Gatehouse Raid",2013,247,"Castle"
"70403-1","Dragon Mountain",2013,380,"Castle"
"70404-1","King’s Castle",2013,999,"Castle"
"70409-1","Shipwreck Defense",2015,84,"Pirates"
"704-1","12V Sleeper (Track) Contacts for Old Motor Type I and II",1969,2,"Supplemental"
"70410-1","Soldiers Outpost",2015,164,"Pirates"
"7041-1","Troll Battle Wheel",2008,505,"Castle"
"70411-1","Treasure Island",2015,181,"Pirates"
"70412-1","Soldiers Fort",2015,234,"Pirates"
"70413-1","The Brick Bounty",2015,743,"Pirates"
"7042-1","Dune Patrol",2004,37,"World City"
"7043-1","Firefighter",2004,68,"World City"
"704-4","Replacement Motor",1984,1,"Service Packs"
"7044-1","Rescue Chopper",2004,205,"World City"
"7045-1","Hovercraft Hideout",2003,273,"World City"
"7046-1","Fire Command Craft",2004,271,"World City"
"7047-1","Coast Watch HQ",2003,366,"World City"
"7048-1","Troll Warship",2008,490,"Castle"
"7049-1","Alien Striker",2011,42,"Space"
"70500-1","Kai's Fire Mech",2013,101,"Ninjago"
"7050-1","Alien Defender",2011,104,"Space"
"70501-1","Samurai Bike",2013,210,"Ninjago"
"70502-1","Cole's Power Drill",2013,170,"Ninjago"
"70503-1","Golden Dragon",2013,253,"Ninjago"
"70504-1","Garmatron",2013,327,"Ninjago"
"70505-1","Temple of Light",2013,563,"Ninjago"
"705-1","Motor Bushings",1969,4,"Supplemental"
"7051-1","Tripod Invader",2011,165,"Space"
"7052-1","UFO Abduction",2011,210,"Space"
"705-4","Digger Bucket",1984,3,"Service Packs"
"70588-1","Titanium Ninja Tumbler",2016,336,"Ninjago"
"70589-1","Rock Roader",2016,406,"Ninjago"
"70590-1","Airjitzu Battle Grounds",2016,652,"Ninjago"
"70591-1","Kryptarium Prison Breakout",2016,202,"Ninjago"
"70592-1","Salvage M.E.C.",2016,430,"Ninjago"
"70593-1","The Green NRG Dragon",2016,560,"Ninjago"
"70594-1","The Lighthouse Siege",2016,761,"Ninjago"
"70595-1","Ultra Stealth Raider",2016,1076,"Ninjago"
"70596-1","Samurai X Cave Chaos",2016,1233,"Ninjago"
"70599-1","Cole's Dragon",2016,94,"Ninjago"
"70600-1","Ninja Bike Chase",2016,231,"Ninjago"
"70601-1","Sky Shark",2016,221,"Ninjago"
"70602-1","Jay’s Elemental Dragon",2016,350,"Ninjago"
"70603-1","Raid Zeppelin",2016,293,"Ninjago"
"70604-1","Tiger Widow Island",2016,408,"Ninjago"
"70605-1","Misfortune’s Keep",2016,753,"Ninjago"
"706-1","12V Rail Contact Wire with Transformer Connector",1969,1,"Supplemental"
"70621-1","The Vermillion Attack",2017,75,"Ninjago"
"70622-1","Desert Lightning",2017,192,"Ninjago"
"70623-1","Destiny's Shadow",2017,344,"Ninjago"
"70624-1","Vermillion Invader",2017,304,"Ninjago"
"70625-1","Samurai VXL",2017,414,"Ninjago"
"70626-1","Dawn of Iron Doom",2017,680,"Ninjago"
"70627-1","Dragon's Forge",2017,1118,"Ninjago"
"706-3","12V Rail Contact Wire with Transformer Connector with Cap",1974,1,"Supplemental"
"706-4","Crane Grab Assembly",1984,3,"Service Packs"
"7065-1","Alien Mothership",2011,415,"Space"
"7066-1","Earth Defense HQ",2011,877,"Space"
"7067-1","Jet-Copter Encounter",2011,373,"Space"
"70700-1","Space Swarmer",2013,86,"Space"
"7070-1","Catapult Raft",2004,23,"4 Juniors"
"70701-1","Swarm Interceptor",2013,217,"Space"
"70702-1","Warp Stinger",2013,307,"Space"
"70703-1","Star Slicer",2013,311,"Space"
"70704-1","Vermin Vaporizer",2013,504,"Space"
"70705-1","Bug Obliterator",2013,709,"Space"
"70706-1","Crater Creeper",2013,172,"Space"
"70707-1","CLS-89 Eradicator Mech",2013,439,"Space"
"70708-1","Hive Crawler",2013,558,"Space"
"70709-1","Galactic Titan",2013,1010,"Space"
"707-1","Tile Brick Assortment",1984,50,"Service Packs"
"7071-1","Treasure Island",2004,30,"4 Juniors"
"70720-1","Hover Hunter",2014,79,"Ninjago"
"7072-1","Captain Kragg's Pirate Boat",2004,41,"4 Juniors"
"70721-1","Kai Fighter",2014,195,"Ninjago"
"70722-1","OverBorg Attack",2013,208,"Ninjago"
"70723-1","Thunder Raider",2014,333,"Ninjago"
"70724-1","NinjaCopter",2014,514,"Ninjago"
"70725-1","Nindroid MechDragon",2014,689,"Ninjago"
"70726-1","Destructoid",2014,252,"Ninjago"
"70727-1","X-1 Ninja Charger",2014,425,"Ninjago"
"70728-1","Battle for Ninjago City",2014,1216,"Ninjago"
"70730-1","Chain Cycle Ambush",2015,298,"Ninjago"
"7073-1","Pirate Dock",2004,63,"4 Juniors"
"70731-1","Jay Walker One",2015,385,"Ninjago"
"70732-1","City of Stiix",2015,1067,"Ninjago"
"70733-1","Blaster Bike",2015,211,"Ninjago"
"70734-1","Master Wu Dragon",2015,575,"Ninjago"
"70735-1","Ronin R.E.X.",2015,545,"Ninjago"
"70736-1","Attack of the Morro Dragon",2015,655,"Ninjago"
"70737-1","Titan Mech Battle",2015,749,"Ninjago"
"70738-1","Final Flight of Destiny’s Bounty",2015,1256,"Ninjago"
"70739-1","Airjitzu Kai Flyer",2015,47,"Ninjago"
"70740-1","Airjitzu Jay Flyer",2015,46,"Ninjago"
"7074-1","Skull Island",2004,81,"4 Juniors"
"70741-1","Airjitzu Cole Flyer",2015,46,"Ninjago"
"70742-1","Airjitzu Zane Flyer",2015,43,"Ninjago"
"70743-1","Airjitzu Morro Flyer",2015,47,"Ninjago"
"70744-1","Airjitzu Wrayth Flyer",2015,43,"Ninjago"
"70745-1","Anacondrai Crusher",2015,218,"Ninjago"
"70746-1","Condrai Copter Attack",2015,310,"Ninjago"
"70747-1","Boulder Blaster",2015,234,"Ninjago"
"70748-1","Titanium Dragon",2015,360,"Ninjago"
"70749-1","Enter the Serpent",2015,527,"Ninjago"
"70750-1","Ninja DB X",2015,754,"Ninjago"
"7075-1","Captain Redbeard's Pirate Ship",2004,139,"4 Juniors"
"70751-1","Temple of Airjitzu",2015,2028,"Ninjago"
"7075-2","Captain Redbeard's Pirate Ship - Limited Edition with Motor",2004,2,"4 Juniors"
"70752-1","Jungle Trap",2015,58,"Ninjago"
"70753-1","Lava Falls",2015,94,"Ninjago"
"70754-1","Jay's Electromech",2015,152,"Ninjago"
"70755-1","Jungle Raider",2015,187,"Ninjago"
"70756-1","Dojo Showdown",2015,214,"Ninjago"
"70778-1","Protector of Jungle",2015,70,"Bionicle"
"70779-1","Protector of Stone",2015,73,"Bionicle"
"70780-1","Protector of Water",2015,71,"Bionicle"
"7078-1","King's Battle Chariot",2009,103,"Castle"
"70781-1","Protector of Earth",2015,66,"Bionicle"
"70782-1","Protector of Ice",2015,68,"Bionicle"
"70783-1","Protector of Fire",2015,69,"Bionicle"
"70784-1","Lewa - Master of Jungle",2015,85,"Bionicle"
"70785-1","Pohatu - Master of Stone",2015,66,"Bionicle"
"70786-1","Gali - Master of Water",2015,87,"Bionicle"
"70787-1","Tahu - Master of Fire",2015,89,"Bionicle"
"70788-1","Kopaka - Master of Ice",2015,96,"Bionicle"
"70789-1","Onua - Master of Earth",2015,107,"Bionicle"
